#DroneDeploy	2.75.0
#Flight Recorder
Session ID	2018-06-04-203230-118
Session Start	06/04/2018 20:32:30
#Device
Device Model	Pixel 2
Device Manufacturer	Google
Device Operating System	Android	8.1.0
#Aircraft
Aircraft Model	Inspire 2
Aircraft Name	DD Inspire Pro 2 #1
Aircraft Firmware	01.02.0100
#Aircraft Battery
Full Charge Volume (mAh)	4152
Remaining Life (%)	98
Discharges	27
#Components
Battery Cells Number	6
Battery Serial Number	09UADCU03109LJ
Battery Firmware	01.00.00.65
Flight Controller Serial Number	095XDC200200RR
Flight Controller Firmware	03.02.44.09
Gimbal Firmware	01.01.00.20
Remote Control Serial Number	09KL3A07VK
Remote Control Firmware	01.01.0010
Camera Serial Number	09CLDBV00401YQ
Camera Firmware	01.08.22.02
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Battery Cell 5 Voltage (mV)	Aircraft Battery Cell 6 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X	Aircraft Vel - Y	Aircraft Vel - Z	Aircraft Speed (mph)
06/04/2018 20:33:54	83.974		88	3653	-10464	23118	29.100000381469727	1001	3815	3841	3842	3764	3835	3773	37.771671815250386	-122.4072022179212	75.30000305175781	47.1	-0.6	-10.7	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1413	1413	3	16	N/A	5510.7001953125	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	76	506	68	76	506	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	84.48817173156739	2.2671568393707275	1.5	1.7000000476837158	0.10000000149011612	
06/04/2018 20:33:54	84.074		88	3653	-10464	23118	29.100000381469727	1001	3815	3841	3842	3764	3835	3773	37.77167308285725	-122.40720027065416	75.19999694824219	47.1	-0.6	-10.9	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1413	1413	3	16	N/A	5510.7001953125	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	104	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	68	76	506	68	76	506	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	84.8434611557007	2.3430747985839844	1.5	1.7999999523162842	0.0	
06/04/2018 20:33:54	84.174		88	3653	-10464	23118	29.100000381469727	1001	3815	3841	3842	3764	3835	3773	37.771674288817735	-122.4071981718499	75.19999694824219	47.1	-0.4	-12.0	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-66	203	-57	-66	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	85.25240975189209	2.3600847721099854	1.399999976158142	1.899999976158142	0.10000000149011612	
06/04/2018 20:33:54	84.274		88	3653	-12104	22836	29.200000762939453	1000	3815	3841	3842	3764	3835	3773	37.771674288817735	-122.4071981718499	75.19999694824219	47.1	-0.4	-12.0	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	105	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-66	203	-57	-66	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	85.25240975189209	2.3600847721099854	1.399999976158142	1.899999976158142	0.10000000149011612	
06/04/2018 20:33:54	84.374		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.77167552089846	-122.40719604040157	75.19999694824219	47.1	-0.8	-12.6	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	100	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-57	-66	203	-57	-66	203	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	85.67148319244386	2.3600847721099854	1.399999976158142	1.899999976158142	0.10000000149011612	
06/04/2018 20:33:54	84.474		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.771676796100394	-122.40719386226303	75.19999694824219	47.2	-0.9	-13.5	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	74	308	73	74	308	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	86.10259631195069	2.3430747985839844	1.5	1.7999999523162842	0.10000000149011612	
06/04/2018 20:33:54	84.574		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.77167812122389	-122.40719173246205	75.19999694824219	47.2	-1.1	-13.4	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	100	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	74	308	73	74	308	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	86.51939823303223	2.3430747985839844	1.5	1.7999999523162842	0.20000000298023224	
06/04/2018 20:33:54	84.674		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.771679481665096	-122.40718962654807	75.19999694824219	47.1	-1.4	-13.1	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	74	308	73	74	308	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	86.93051822662353	2.420743703842163	1.5	1.899999976158142	0.10000000149011612	
06/04/2018 20:33:54	84.774		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.77168085046998	-122.40718748137878	75.0999984741211	47.1	-1.4	-13.5	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	100	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	105	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	74	308	73	74	308	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	87.35653137817383	2.420743703842163	1.5	1.899999976158142	0.0	
06/04/2018 20:33:54	84.874		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.771682233005905	-122.40718530506103	75.0999984741211	46.9	-0.6	-15.3	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	73	74	308	73	74	308	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	87.79468433074952	2.5	1.5	2.0	0.0	
06/04/2018 20:33:55	84.974		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.771685080776656	-122.40718100459974	75.19999694824219	46.6	0.5	-15.5	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	100	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	70	507	70	70	508	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	88.66311188049316	2.5	1.5	2.0	0.0	
06/04/2018 20:33:55	85.074		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.771685080776656	-122.40718100459974	75.19999694824219	46.6	0.5	-15.5	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1372	1372	3	16	N/A	5350.80029296875	0	IDLE	101	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	70	70	507	70	70	508	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	88.66311188049316	2.5	1.5	2.0	0.0	
06/04/2018 20:33:55	85.174		88	3653	-12104	22836	29.200000762939453	1000	3878	3901	3898	3834	3892	3831	37.7716865057824	-122.40717885966887	75.19999694824219	46.5	0.8	-15.3	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	100	-90.0	0.0	45.79999923706055	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-61	-62	205	-61	-62	204	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	89.10359267120361	2.5	1.5	2.0	0.0	
06/04/2018 20:33:55	85.274		88	3653	-12104	22836	29.200000762939453	999	3878	3901	3898	3834	3892	3831	37.771687920678765	-122.40717680428175	75.19999694824219	46.7	0.3	-15.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	101	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	99	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-61	-62	205	-61	-62	204	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	89.52542572631836	2.5	1.5	2.0	0.0	
06/04/2018 20:33:55	85.374		88	3653	-12104	22836	29.200000762939453	999	3878	3901	3898	3834	3892	3831	37.77169076477575	-122.4071726883703	75.19999694824219	47.0	0.0	-16.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	100	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	103	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-61	-62	205	-61	-62	204	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	90.38373468933106	2.5	1.5	2.0	0.10000000149011612	
06/04/2018 20:33:55	85.474		88	3653	-12104	22836	29.200000762939453	999	3878	3901	3898	3834	3892	3831	37.77169076477575	-122.4071726883703	75.19999694824219	47.0	0.0	-16.6	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	100	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	102	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	71	303	69	71	303	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	90.38373468933106	2.5	1.5	2.0	0.10000000149011612	
06/04/2018 20:33:55	85.574		88	3653	-12104	22836	29.200000762939453	999	3878	3901	3898	3834	3892	3831	37.771693744489546	-122.40716845235187	75.0999984741211	46.8	0.4	-16.4	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	101	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	71	303	69	71	303	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	91.28225517883301	2.5	1.5	2.0	0.10000000149011612	
06/04/2018 20:33:55	85.674		88	3653	-12104	22836	29.200000762939453	999	3828	3865	3865	3796	3867	3806	37.771693744489546	-122.40716845235187	75.0999984741211	46.8	0.4	-16.4	13.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	101	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	71	303	69	71	303	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	91.28225517883301	2.5	1.5	2.0	0.10000000149011612	
06/04/2018 20:33:55	85.774		88	3653	-12104	22836	29.200000762939453	999	3828	3865	3865	3796	3867	3806	37.77169683695681	-122.40716422673793	75.0999984741211	46.9	0.5	-16.5	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	100	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	105	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	71	303	69	71	303	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	92.18830359649658	2.5	1.5	2.0	0.10000000149011612	
06/04/2018 20:33:55	85.874		88	3653	-12104	22836	29.200000762939453	999	3828	3865	3865	3796	3867	3806	37.771698434505964	-122.4071622240886	75.0999984741211	46.9	0.7	-16.0	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	101	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	71	303	69	71	303	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	92.61387245635987	2.4839484691619873	1.600000023841858	1.899999976158142	0.0	
06/04/2018 20:33:56	85.974		88	3653	-12104	22836	29.200000762939453	999	3828	3865	3865	3796	3867	3806	37.77170016627147	-122.40716039894436	75.0999984741211	46.8	0.9	-16.0	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	100	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	101	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	69	71	303	69	71	303	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	92.9837671875	2.5612497329711914	1.600000023841858	2.0	0.0	
06/04/2018 20:33:56	86.075		88	3653	-12104	22836	29.200000762939453	999	3828	3865	3865	3796	3867	3806	37.77170016627147	-122.40716039894436	75.0999984741211	46.8	0.9	-16.0	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1334	1334	3	16	N/A	5202.60009765625	0	IDLE	101	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	106	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	78	68	513	78	68	513	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	92.9837671875	2.5612497329711914	1.600000023841858	2.0	0.0	
06/04/2018 20:33:56	86.174		88	3653	-12104	22836	29.200000762939453	999	3828	3865	3865	3796	3867	3806	37.77170341888643	-122.40715643623912	75.0999984741211	46.7	1.4	-16.4	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1303	1303	3	16	N/A	5081.7001953125	0	IDLE	100	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	98	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	78	68	513	78	68	513	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	93.84517993469238	2.5	1.5	2.0	0.0	
06/04/2018 20:33:56	86.274		88	3653	-10030	23226	29.299999237060547	1001	3828	3865	3865	3796	3867	3806	37.77170341888643	-122.40715643623912	75.0999984741211	46.7	1.4	-16.4	14.0	1	1	NAVI	14	0	0	0.0	0	Very good	4	null	0	0.0	0.0	0.0	37.77181085673832	-122.4074317468288	1303	1303	3	16	N/A	5081.7001953125	0	IDLE	101	-90.0	0.0	45.900001525878906	YawFollowMode	2	0	0	0	100	1	Retracted	3	Auto	1	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	-61	-66	200	-61	-66	200	null	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N/A	0	N/A	0	0	0	0	93.84517993469238	2.5	1.5	2.0	0.0	
