#DroneDeploy	2.75.0
#Flight Recorder
Session ID	5b15bcec1fae218a83b7e76a
Session Start	06/04/2018 22:29:00
#Device
Device Model	iPhone
Device User Interface Idiom	iPhone	0
Device Operating System	iOS	11.4
Device SSID
#Aircraft
Aircraft Model	Inspire 1 Pro
Aircraft Name	inspire pro
Aircraft Firmware	1.11.01.50
#Aircraft Battery
Full Charge Volume (mAh)	4287
Remaining Life (%)	83
Discharges	69
#Components
Battery Cells Number	6
Battery Serial Number	5381145250473
Battery Firmware	03.09.00.00
Flight Controller Serial Number
Flight Controller Firmware	02.04.20.50
Gimbal Firmware	01.31.01.67
Remote Control Serial Number	03LL264834
Remote Control Firmware	1.2.0.17
Camera Serial Number
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell 5 Voltage	Aircraft Battery Cell 6 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record 	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Device > Aircraft Distance - XY (ft)
06/04/2018 22:30:33	93.213		37.77177978532367	-122.4074720564078	93210	87	3729	-11918	22685	87	516	3792	3776	3772	3780	3783	3771	0	37.77181689931029	-122.4072921151762	4.273671	68.24147	-41.90000000000001	3.131719	-2.908024	0.8947768	-3.7	0.9	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	87	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	88	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	87	89	516	8	3.543307	37.7717696	-122.4074496	1	287	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	87	1	98.93171	87	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.74000401164191
06/04/2018 22:30:33	93.313		37.77177978532367	-122.4074720564078	93310	87	3729	-12899	22657	87	89	3779	3774	3775	3765	3792	3791	0	37.7718181541689	-122.4072936740126	4.112567	67.91339	-41.90000000000001	2.908024	-2.908024	1.118471	-3.7	0	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	88	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	89	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	89	89	616	8	3.543307	37.7717696	-122.4074496	1	387	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	89	1	98.92844	89	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.42170455517624
06/04/2018 22:30:33	93.413		37.77177978532367	-122.4074720564078	93410	87	3729	-12899	22657	87	189	3779	3774	3775	3765	3792	3791	0	37.7718181541689	-122.4072936740126	4.112567	67.91339	-41.90000000000001	2.908024	-2.908024	1.118471	-3.7	0	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	188	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	66	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	66	89	715	8	3.543307	37.7717696	-122.4074496	1	486	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	188	1	98.92844	188	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.42170455517624
06/04/2018 22:30:33	93.513		37.77177978532367	-122.4074720564078	93510	87	3729	-12899	22657	87	289	3779	3774	3775	3765	3792	3791	0	37.7718209787893	-122.4072966027863	4.112567	67.91339	-41.90000000000001	2.908024	-2.908024	0.8947768	-4.3	-0.7000000000000001	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	43	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	44	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	43	89	815	8	3.543307	37.7717696	-122.4074496	1	586	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	43	1	98.92516	43	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	52.88755049838623
06/04/2018 22:30:34	93.613		37.77177978532367	-122.4074720564078	93610	87	3729	-12899	22657	87	389	3779	3774	3775	3765	3792	3791	0	37.77182245523063	-122.4072982313212	4.428919	67.91339	-41.8	3.131719	-3.131719	0.8947768	-5.100000000000001	-0.7000000000000001	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	65	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	66	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	65	89	915	8	3.543307	37.7717696	-122.4074496	1	686	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	65	1	98.92516	65	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	52.59264355738942
06/04/2018 22:30:34	93.713		37.77177978532367	-122.4074720564078	93710	87	3729	-12899	22657	87	489	3779	3774	3775	3765	3792	3791	0	37.77182389412915	-122.4072998736329	4.273671	67.91339	-41.6	2.908024	-3.131719	0.8947768	-4.5	0	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	56	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	57	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	56	89	56	8	3.543307	37.7717696	-122.4074496	1	786	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	56	1	98.92516	56	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	52.29784740741414
06/04/2018 22:30:34	93.813		37.77177978532367	-122.4074720564078	93810	87	3729	-12899	22657	87	60	3779	3774	3775	3765	3792	3791	0	37.77182539315264	-122.4073016247913	4.273671	67.91339	-41.6	2.908024	-3.131719	0.8947768	-3.7	0.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	1	6	15	10	10945	0	0	59	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	60	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	59	89	156	8	3.543307	37.7717696	-122.4074496	1	886	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	59	1	98.92188	59	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	51.98816361962871
06/04/2018 22:30:34	93.913		37.77177978532367	-122.4074720564078	93910	87	3729	-12899	22657	87	160	3779	3774	3775	3765	3792	3791	0	37.77182662726365	-122.4073032911231	4.273671	67.91339	-41.7	2.908024	-3.131719	0.8947768	-2.1	0	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	59	-90	0	-40.79999923706055	Yaw Follow	2	0	0	0	60	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	60	89	256	8	3.543307	37.7717696	-122.4074496	1	987	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	59	1	98.92188	59	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	51.67855669497582
06/04/2018 22:30:34	94.019		37.77177978532367	-122.4074720564078	94016	87	3729	-12899	22657	87	267	3779	3774	3775	3765	3792	3791	106	37.77182810206904	-122.407304826968	4.112567	67.5853	-41.8	2.908024	-2.908024	0.8947768	-1.1	0.5	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone Airport	0	0	0	0	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	23	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	23	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	24	89	362	8	3.543307	37.7717696	-122.4074496	1	24	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	24	1	98.92188	24	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	51.44090568497301
06/04/2018 22:30:34	94.113		37.77177978532367	-122.4074720564078	94110	87	3729	-12899	22657	87	360	3779	3774	3775	3765	3792	3791	0	37.77182932614402	-122.4073063776695	4.112567	67.5853	-41.6	2.908024	-2.908024	0.6710826	-1.4	1.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	45	-90	0	-40.79999923706055	Yaw Follow	2	0	0	0	45	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	46	89	456	8	3.543307	37.7717696	-122.4074496	1	118	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	46	1	98.92188	46	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	51.17535963420914
06/04/2018 22:30:34	94.214		37.77177978532367	-122.4074720564078	94211	87	3729	-12254	22719	87	52	3791	3778	3803	3768	3789	3814	0	37.77183073258752	-122.4073076753927	3.957554	67.5853	-41.6	2.908024	-2.68433	0.8947768	-2.6	0.9	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	52	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	51	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	52	89	557	8	3.543307	37.7717696	-122.4074496	1	219	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	52	1	98.9186	52	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	51.00853514403761
06/04/2018 22:30:34	94.314		37.77177978532367	-122.4074720564078	94311	87	3729	-12254	22719	87	151	3791	3778	3803	3768	3789	3814	0	37.77183211667406	-122.407308955327	3.796216	67.5853	-41.7	2.68433	-2.68433	0.8947768	-3	-0.1	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	40	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	40	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	41	89	657	8	3.543307	37.7717696	-122.4074496	1	319	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	152	1	98.9186	152	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	50.8508049164886
06/04/2018 22:30:34	94.413		37.77177978532367	-122.4074720564078	94410	87	3729	-12254	22719	87	251	3791	3778	3803	3768	3789	3814	0	37.77183349768344	-122.40731015804	3.796216	67.25722	-42	2.68433	-2.68433	1.118471	-3	-0.7000000000000001	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	37	-89.90000152587891	0	-40.79999923706055	Yaw Follow	2	0	0	0	37	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	39	89	757	8	3.543307	37.7717696	-122.4074496	1	419	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	37	1	98.9186	37	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	50.72045634897434
06/04/2018 22:30:34	94.514		37.77177978532367	-122.4074720564078	94511	87	3729	-12254	22719	87	351	3791	3778	3803	3768	3789	3814	0	37.77183462964874	-122.4073115756278	3.796216	67.25722	-42.2	2.68433	-2.68433	1.118471	-3.4	-1.1	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	35	-89.90000152587891	0	-40.90000152587891	Yaw Follow	2	0	0	0	35	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	36	89	857	8	3.543307	37.7717696	-122.4074496	1	519	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	36	1	98.91532	36	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	50.50421529044509
06/04/2018 22:30:35	94.613		37.77177978532367	-122.4074720564078	94610	87	3729	-12254	22719	87	451	3791	3778	3803	3768	3789	3814	0	37.77183572016324	-122.4073127243296	3.641478	67.25722	-42.3	2.460636	-2.68433	1.118471	-5.5	-1.2	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	37	-89.90000152587891	0	-40.90000152587891	Yaw Follow	2	0	0	0	37	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	38	89	957	8	3.543307	37.7717696	-122.4074496	1	619	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	135	1	98.91532	135	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	50.35871762151802
06/04/2018 22:30:35	94.713		37.77177978532367	-122.4074720564078	94710	87	3729	-12254	22719	87	22	3791	3778	3803	3768	3789	3814	0	37.77183680249532	-122.4073141465619	3.796216	66.92914	-42.5	2.68433	-2.68433	1.118471	-7.5	-0.7000000000000001	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	29	-90	0	-40.90000152587891	Yaw Follow	2	0	0	0	22	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	30	89	22	8	3.543307	37.7717696	-122.4074496	1	719	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	22	1	98.91532	22	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	50.14492219071318
06/04/2018 22:30:35	94.813		37.77177978532367	-122.4074720564078	94810	87	3729	-12254	22719	87	122	3791	3778	3803	3768	3789	3814	0	37.77183791817244	-122.4073154658367	3.796216	66.92914	-42.7	2.68433	-2.68433	0.8947768	-8.6	0.1	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	24	-90	0	-40.90000152587891	Yaw Follow	2	0	0	0	24	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	25	89	122	8	3.543307	37.7717696	-122.4074496	1	818	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	23	1	98.91532	23	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	49.96880866671763
06/04/2018 22:30:35	94.914		37.77177978532367	-122.4074720564078	94911	87	3729	-12254	22719	87	222	3791	3778	3803	3768	3789	3814	0	37.77183903866067	-122.4073169487926	3.957554	66.92914	-42.90000000000001	2.68433	-2.908024	0.8947768	-8.800000000000001	0.4	16	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	31	-89.90000152587891	0	-41	Yaw Follow	2	0	0	0	30	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	30	89	222	8	3.543307	37.7717696	-122.4074496	1	30	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	30	1	98.91532	30	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	49.75642958076001
06/04/2018 22:30:35	95.014		37.77177978532367	-122.4074720564078	95011	87	3729	-12254	22719	87	323	3791	3778	3803	3768	3789	3814	0	37.7718401760138	-122.4073184226135	3.957554	66.92914	-42.90000000000001	2.68433	-2.908024	0.8947768	-8.300000000000001	0.6000000000000001	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	22	-89.90000152587891	0	-41	Yaw Follow	2	0	0	0	22	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	131	89	323	8	3.543307	37.7717696	-122.4074496	1	131	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	21	1	98.91532	21	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	49.55530013131611
06/04/2018 22:30:35	95.113		37.77177978532367	-122.4074720564078	95110	87	3729	-12254	22719	87	422	3791	3778	3803	3768	3789	3814	0	37.77184134901971	-122.4073199884417	4.112567	66.92914	-42.8	2.908024	-2.908024	0.8947768	-7.800000000000001	1	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	20	-89.90000152587891	0	-41	Yaw Follow	2	0	0	0	20	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	19	89	422	8	3.543307	37.7717696	-122.4074496	1	230	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	120	1	98.91532	120	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	49.34270465250545
06/04/2018 22:30:35	95.213		37.77177978532367	-122.4074720564078	95210	87	3729	-12254	22719	87	522	3791	3778	3803	3768	3789	3814	0	37.77184134901971	-122.4073199884417	4.112567	66.92914	-42.8	2.908024	-2.908024	0.8947768	-7.800000000000001	1	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	119	-89.90000152587891	0	-41	Yaw Follow	2	0	0	0	119	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	119	89	522	8	3.543307	37.7717696	-122.4074496	1	330	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	220	1	98.91532	220	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	49.34270465250545
06/04/2018 22:30:35	95.313		37.77177978532367	-122.4074720564078	95310	87	3729	-13024	22605	87	90	3770	3762	3773	3760	3750	3748	0	37.77184396568724	-122.4073234183183	4.273671	66.60105	-42.2	3.131719	-2.908024	0.6710826	-6.600000000000001	1.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	15	-89.90000152587891	0	-41.09999847412109	Yaw Follow	2	0	0	0	15	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	14	89	622	8	3.543307	37.7717696	-122.4074496	1	430	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	16	1	98.91532	15	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	48.90969527508374
06/04/2018 22:30:35	95.413		37.77177978532367	-122.4074720564078	95410	87	3729	-13024	22605	87	190	3770	3762	3773	3760	3750	3748	0	37.77184396568724	-122.4073234183183	4.273671	66.60105	-42.2	3.131719	-2.908024	0.6710826	-6.600000000000001	1.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	115	-89.90000152587891	0	-41.09999847412109	Yaw Follow	2	0	0	0	115	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	5	89	722	8	3.543307	37.7717696	-122.4074496	1	530	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	116	1	98.91532	116	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	48.90969527508374
06/04/2018 22:30:35	95.513		37.77177978532367	-122.4074720564078	95510	87	3729	-13024	22605	87	290	3770	3762	3773	3760	3750	3748	0	37.77184396568724	-122.4073234183183	4.273671	66.60105	-42.2	3.131719	-2.908024	0.6710826	-6.600000000000001	1.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	215	-89.90000152587891	0	-41.09999847412109	Yaw Follow	2	0	0	0	214	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	105	89	822	8	3.543307	37.7717696	-122.4074496	1	630	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	215	1	98.91532	215	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	48.90969527508374
06/04/2018 22:30:36	95.613		37.77177978532367	-122.4074720564078	95610	87	3729	-13024	22605	87	390	3770	3762	3773	3760	3750	3748	0	37.77184667774443	-122.4073266723232	4.273671	66.60105	-42	3.131719	-2.908024	0.6710826	-6.4	0.2	17	1	1	F-WP	14	0	0	83.66142	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	784	0	6	15	10	10945	0	0	26	-89.90000152587891	0	-41.09999847412109	Yaw Follow	2	0	0	0	26	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	25	89	922	8	3.543307	37.7717696	-122.4074496	1	730	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	26	1	98.91532	26	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	48.57321196200926
